,id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
18318,2429,EGKK,large_airport,London Gatwick Airport,51.14810180664063,-0.19027799367904666,202.0,EU,GB,GB-ENG,London,yes,EGKK,LGW,,http://www.gatwickairport.com/,http://en.wikipedia.org/wiki/London_Gatwick_Airport,"LON, Crawley, Charlwood"
18319,29822,EGKL,small_airport,Deanland Lewes Airport,50.878898620600005,0.15638899803200002,69.0,EU,GB,GB-ENG,Lewes,no,EGKL,,,,,
18320,316475,EGKM,closed,RAF West Malling,51.27,0.4,308.0,EU,GB,GB-ENG,West Malling,no,EGKM,WEM,,,https://en.wikipedia.org/wiki/RAF_West_Malling,"Maidstone Airport, Kingshill, Kings Hill"
18321,29155,EGKR,small_airport,Redhill Aerodrome,51.2136001587,-0.138611003757,222.0,EU,GB,GB-ENG,Redhill,no,EGKR,KRH,,http://www.redhillaerodrome.com/,http://en.wikipedia.org/wiki/Redhill_Aerodrome,RAF Redhill
18322,29156,EGLA,small_airport,Bodmin Airfield,50.49969863891602,-4.665830135345459,650.0,EU,GB,GB-ENG,Bodmin,no,EGLA,,,http://www.quantum-infotech.co.uk/cfc/CFC_Site_files/frame.htm,http://en.wikipedia.org/wiki/Bodmin_Airfield,
18323,2430,EGLC,medium_airport,London City Airport,51.505299,0.055277999999999994,19.0,EU,GB,GB-ENG,London,yes,EGLC,LCY,,http://www.londoncityairport.com/,http://en.wikipedia.org/wiki/London_City_Airport,LON
18324,29157,EGLD,small_airport,Denham Aerodrome,51.588298797600004,-0.513055980206,24.0,EU,GB,GB-ENG,Gerrards Cross,no,EGLD,,,http://www.egld.com/,http://en.wikipedia.org/wiki/Denham_Aerodrome,
18325,2431,EGLF,medium_airport,Farnborough Airport,51.275798797600004,-0.776332974434,238.0,EU,GB,GB-ENG,Farnborough,no,EGLF,FAB,,http://www.tagaviation.com,http://en.wikipedia.org/wiki/Farnborough_Airfield,"TAG London Farnborough Airport, RAE Farnborough, EGUF"
18326,29158,EGLG,closed,Panshanger Aerodrome,51.80250167849999,-0.158056005836,249.0,EU,GB,GB-ENG,Hertford,no,EGLG,,,http://www.northlondonflyingschool.com/Pansanger/Pansanger.htm,http://en.wikipedia.org/wiki/Panshanger_Airport,
18327,2432,EGLJ,small_airport,Chalgrove Airport,51.67610168457031,-1.0808299779891968,240.0,EU,GB,GB-ENG,Chalgrove,no,EGLJ,,,,http://en.wikipedia.org/wiki/Chalgrove_Airfield,RAF Chalgrove
18328,2433,EGLK,medium_airport,Blackbushe Airport,51.32389831542969,-0.8475000262260437,325.0,EU,GB,GB-ENG,Yateley,no,EGLK,BBS,,http://www.blackbusheairport.co.uk/,http://en.wikipedia.org/wiki/Blackbushe_Airport,RAF Hartford Bridge
18329,2434,EGLL,large_airport,London Heathrow Airport,51.4706,-0.461941,83.0,EU,GB,GB-ENG,London,yes,EGLL,LHR,,http://www.heathrowairport.com/,http://en.wikipedia.org/wiki/London_Heathrow_Airport,"LON, Londres"
18330,29159,EGLM,small_airport,White Waltham Airfield,51.5008010864,-0.774443984032,131.0,EU,GB,GB-ENG,Maidenhead,no,EGLM,,,http://www.wlac.co.uk/,http://en.wikipedia.org/wiki/White_Waltham_Airfield,West London Aero Club
18331,302294,EGLP,small_airport,Brimpton Airfield,51.383889,-1.169167,210.0,EU,GB,GB-ENG,,no,EGLP,,,,http://en.wikipedia.org/wiki/Brimpton_Airfield,
18332,29160,EGLS,small_airport,Old Sarum Airfield,51.0988998413,-1.7841700315500002,285.0,EU,GB,GB-ENG,Salisbury,no,EGLS,,,http://www.goflyuk.com/,http://en.wikipedia.org/wiki/Old_Sarum_Airfield,RAF Old Sarum
18333,29161,EGLT,heliport,Ascot Racecourse Heliport,51.42639923095703,-0.6591669917106628,220.0,EU,GB,GB-ENG,Ascot Heath,no,EGLT,,,,http://en.wikipedia.org/wiki/Ascot_Racecourse_Heliport,
18334,43211,EGLW,heliport,London Heliport,51.469722747799985,-0.179444000125,18.0,EU,GB,GB-ENG,London,no,EGLW,,,http://www.londonheliport.co.uk/,http://en.wikipedia.org/wiki/London_Heliport,
18335,29162,EGMA,small_airport,Fowlmere Airfield,52.0774993896,0.06166699901219999,124.0,EU,GB,GB-ENG,Cambridge,no,EGMA,,,,http://en.wikipedia.org/wiki/RAF_Fowlmere,RAF Fowlmere
18336,2435,EGMC,medium_airport,Southend Airport,51.5713996887207,0.6955559849739075,49.0,EU,GB,GB-ENG,Southend,yes,EGMC,SEN,,http://www.southendairport.com/,http://en.wikipedia.org/wiki/London_Southend_Airport,RAF Rochford
18337,2436,EGMD,medium_airport,Lydd Airport,50.95610046386719,0.939167022705078,13.0,EU,GB,GB-ENG,"Lydd, Ashford",yes,EGMD,LYX,,http://www.lydd-airport.co.uk/,http://en.wikipedia.org/wiki/London_Ashford_Airport,London Ashford
18338,29163,EGMF,small_airport,Farthing Corner/Stoneacre Farm Airport,51.33060073852539,0.6011109948158264,420.0,EU,GB,GB-ENG,Bredhurst,no,EGMF,,,,,
18339,2437,EGMH,closed,Kent International Airport,51.342201,1.3461100000000001,178.0,EU,GB,GB-ENG,Manston,no,EGMH,MSE,,http://www.kentinternationalairport-manston.com/,http://en.wikipedia.org/wiki/Kent_International_Airport,"RAF Manston, Ramsgate, EGUM, Manston Airport"
18340,29164,EGMJ,small_airport,Little Gransden Airfield,52.16669845581055,-0.153889000415802,250.0,EU,GB,GB-ENG,St. Neot's,no,EGMJ,,,http://www.skyline.flyer.co.uk/,http://en.wikipedia.org/wiki/Little_Gransden_Airfield,
18341,313840,EGMK,closed,Lympne Airport,51.08,1.013,351.0,EU,GB,GB-ENG,Ashford,no,EGMK,LYM,,,http://en.wikipedia.org/wiki/Lympne_Airport,RAF Lympne
18342,29815,EGML,small_airport,Damyns Hall Aerodrome,51.52859878540039,0.24555599689483645,59.0,EU,GB,GB-ENG,Upminster,no,EGML,,,,http://en.wikipedia.org/wiki/Damyns_Hall_Aerodrome,
18343,314586,EGMT,small_airport,Thurrock Airfield,51.537504999999996,0.367634,20.0,EU,GB,GB-ENG,,yes,EGMT,,,http://www.aeroservices.co.uk/thurrock_airfield.html,,
18344,29966,EGNA,closed,Hucknall Airfield,53.014400482178004,-1.2183300256729,279.0,EU,GB,GB-ENG,Nottingham,no,EGNA,,,,http://en.wikipedia.org/wiki/Hucknall_Airfield,
18345,2438,EGNB,closed,Brough Airport,53.7197,-0.566333,12.0,EU,GB,GB-ENG,Brough,no,EGNB,,,,http://en.wikipedia.org/wiki/Brough_Aerodrome,
18346,2439,EGNC,medium_airport,Carlisle Airport,54.9375,-2.8091700077056885,190.0,EU,GB,GB-ENG,Carlisle,no,EGNC,CAX,,,http://en.wikipedia.org/wiki/Carlisle_Airport,
18347,46641,EGND,small_airport,Crosland Moor Airfield,53.621667,-1.8302779999999998,825.0,EU,GB,GB-ENG,Huddersfield,no,EGND,,,http://www.cmfc.me.uk/index.html,http://en.wikipedia.org/wiki/Crosland_Moor_Airfield,
18348,2440,EGNE,small_airport,Retford Gamston Airport,53.28060150146485,-0.9513890147209167,91.0,EU,GB,GB-ENG,Gamston,no,EGNE,,,http://www.gamstonairport.co.uk/,http://en.wikipedia.org/wiki/Retford_Gamston_Airport,RAF Gamston
18349,29165,EGNF,small_airport,Netherthorpe Airfield,53.3168983459,-1.1963900327700001,250.0,EU,GB,GB-ENG,Worksop,no,EGNF,,,http://www.sheffieldaeroclub.net/,http://en.wikipedia.org/wiki/Netherthorpe_Airfield,
18350,29679,EGNG,small_airport,Bagby Thirsk Prv Airport,54.211101532,-1.2899999618499998,161.0,EU,GB,GB-ENG,Bagby,no,EGNG,,,,,
18351,2441,EGNH,medium_airport,Blackpool International Airport,53.77170181274414,-3.0286099910736084,34.0,EU,GB,GB-ENG,Blackpool,yes,EGNH,BLK,,http://www.blackpoolinternational.com/,http://en.wikipedia.org/wiki/Blackpool_International_Airport,
18352,28479,EGNI,small_airport,Skegness (Ingoldmells) Aerodrome,53.1716,0.3293749988,8.0,EU,GB,GB-ENG,Skegness,no,EGNI,,,http://www.skegnessairfield.co.uk/,http://en.wikipedia.org/wiki/Skegness#Airfield,
18353,2442,EGNJ,medium_airport,Humberside Airport,53.57440185546875,-0.350832998752594,121.0,EU,GB,GB-ENG,Grimsby,yes,EGNJ,HUY,,http://www.humbersideairport.com/,http://en.wikipedia.org/wiki/Humberside_Airport,RAF Kirmington
18354,2443,EGNL,medium_airport,Barrow Walney Island Airport,54.1286111,-3.2675,173.0,EU,GB,GB-ENG,Barrow-in-Furness,no,EGNL,BWF,,http://www.walneyairfield.multiservers.com/,http://en.wikipedia.org/wiki/Barrow/Walney_Island_Airfield,
18355,2444,EGNM,large_airport,Leeds Bradford Airport,53.86589813232422,-1.6605700254440308,681.0,EU,GB,GB-ENG,Leeds,yes,EGNM,LBA,,http://www.lbia.co.uk/,http://en.wikipedia.org/wiki/Leeds_Bradford_International_Airport,
18356,2445,EGNO,medium_airport,Warton Airport,53.74509811401367,-2.8830599784851074,55.0,EU,GB,GB-ENG,Warton,no,EGNO,,,,http://en.wikipedia.org/wiki/Warton_Aerodrome,
18357,314587,EGNP,small_airport,Leeds Heliport,53.878175,-1.662477,670.0,EU,GB,GB-ENG,,no,EGNP,,,,,
18358,2446,EGNR,medium_airport,Hawarden Airport,53.1781005859375,-2.977780103683472,45.0,EU,GB,GB-WLS,Hawarden,yes,EGNR,CEG,,,http://en.wikipedia.org/wiki/Hawarden_Airport,Chester
18360,2448,EGNT,large_airport,Newcastle Airport,55.037498474121094,-1.6916699409484863,266.0,EU,GB,GB-ENG,Newcastle,yes,EGNT,NCL,,http://www.newcastleairport.com/,http://en.wikipedia.org/wiki/Newcastle_Airport,
18361,29166,EGNU,small_airport,Full Sutton Airfield,53.980598,-0.8647219999999999,86.0,EU,GB,GB-ENG,Full Sutton,no,EGNU,,,http://www.fullsuttonairfield.co.uk/,https://en.wikipedia.org/wiki/Full_Sutton_Airfield,
18362,2449,EGNV,medium_airport,Durham Tees Valley Airport,54.50920104980469,-1.4294099807739258,120.0,EU,GB,GB-ENG,Durham,yes,EGNV,MME,,http://www.durhamteesvalleyairport.com/,http://en.wikipedia.org/wiki/Durham_Tees_Valley_Airport,Teesside
18363,29167,EGNW,small_airport,Wickenby Aerodrome,53.3166999817,-0.349721997976,63.0,EU,GB,GB-ENG,Lincoln,no,EGNW,,,,http://en.wikipedia.org/wiki/Wickenby_Aerodrome,RAF Wickenby
18364,2450,EGNX,large_airport,East Midlands Airport,52.8311004639,-1.32806003094,306.0,EU,GB,GB-ENG,Nottingham,yes,EGNX,EMA,,http://www.eastmidlandsairport.com/,http://en.wikipedia.org/wiki/East_Midlands_Airport,RAF Castle Donington
18365,29168,EGNY,small_airport,Beverley/Linley Hill Airport,53.8983001709,-0.361389011145,3.0,EU,GB,GB-ENG,Beverley,no,EGNY,,,,,
18366,2451,EGOD,small_airport,Llanbedr Airport,52.811698913574,-4.1235799789428995,30.0,EU,GB,GB-WLS,Llanbedr,no,EGFD,,,,http://en.wikipedia.org/wiki/Llanbedr_Airport,
18367,2452,EGOE,small_airport,RAF Ternhill,52.87120056152344,-2.533560037612915,272.0,EU,GB,GB-ENG,Ternhill,no,EGOE,,,,http://en.wikipedia.org/wiki/RAF_Ternhill,
18368,30991,EGOM,medium_airport,RAF Spadeadam,55.0499992371,-2.54999995232,1066.0,EU,GB,GB-ENG,Spadeadam,no,EGOM,,,http://www.raf.mod.uk/rafspadeadam/,http://en.wikipedia.org/wiki/RAF_Spadeadam,
18369,3073,EGOQ,small_airport,RAF Mona,53.258598,-4.37355,202.0,EU,GB,GB-WLS,Holyhead Island,no,EGOQ,,,,http://en.wikipedia.org/wiki/RAF_Mona,
18370,2453,EGOS,medium_airport,RAF Shawbury,52.79819869995117,-2.668040037155152,249.0,EU,GB,GB-ENG,Shawbury,no,EGOS,,,http://www.raf.mod.uk/rafshawbury/,http://en.wikipedia.org/wiki/RAF_Shawbury,Shrewsbury
18371,2454,EGOV,medium_airport,Anglesey Airport,53.248100280799996,-4.53533983231,37.0,EU,GB,GB-WLS,Angelsey,yes,EGOV,VLY,,http://www.angleseyairport.com/,http://en.wikipedia.org/wiki/Anglesey_Airport,"Maes Awyr Môn, RAF Valley"
18372,2455,EGOW,small_airport,RAF Woodvale,53.5816001892,-3.05552005768,37.0,EU,GB,GB-ENG,Southport,no,EGOW,,,,http://en.wikipedia.org/wiki/RAF_Woodvale,
18373,29170,EGOY,closed,RAF West Freugh,54.8511,-4.947780000000001,55.0,EU,GB,GB-SCT,Wigtownshire,no,EGOY,,,,http://en.wikipedia.org/wiki/RAF_West_Freugh,
18374,2456,EGPA,medium_airport,Kirkwall Airport,58.957801818847656,-2.9049999713897705,50.0,EU,GB,GB-SCT,Orkney Islands,yes,EGPA,KOI,,,http://en.wikipedia.org/wiki/Kirkwall_Airport,
18375,2457,EGPB,medium_airport,Sumburgh Airport,59.87889862060547,-1.295560002326965,20.0,EU,GB,GB-SCT,Lerwick,yes,EGPB,LSI,,http://www.hial.co.uk/sumburgh-airport.html,http://en.wikipedia.org/wiki/Sumburgh_Airport,Shetlands
18376,2458,EGPC,medium_airport,Wick Airport,58.458900451660156,-3.09306001663208,126.0,EU,GB,GB-SCT,Wick,yes,EGPC,WIC,,http://www.hial.co.uk/wick-airport.html,http://en.wikipedia.org/wiki/Wick_Airport,
18377,2459,EGPD,large_airport,Aberdeen Dyce Airport,57.20190048217773,-2.1977798938751216,215.0,EU,GB,GB-SCT,Aberdeen,yes,EGPD,ABZ,,http://www.aberdeenairport.com/,http://en.wikipedia.org/wiki/Aberdeen_Airport,
18378,2460,EGPE,medium_airport,Inverness Airport,57.54249954223633,-4.047500133514403,31.0,EU,GB,GB-SCT,Inverness,yes,EGPE,INV,,http://www.hial.co.uk/inverness-airport.html,http://en.wikipedia.org/wiki/Inverness_Airport,
18379,2461,EGPF,large_airport,Glasgow International Airport,55.8718986511,-4.43306016922,26.0,EU,GB,GB-SCT,Glasgow,yes,EGPF,GLA,,http://www.glasgowairport.com/,http://en.wikipedia.org/wiki/Glasgow_International_Airport,"Port-adhair Eadar-nàiseanta Ghlaschu, RAF Abbotsinch, RAF Ayr"
18380,29171,EGPG,small_airport,Cumbernauld Airport,55.974700927700006,-3.97555994987,350.0,EU,GB,GB-SCT,Cumbernauld,no,EGPG,,,,,
18381,2462,EGPH,large_airport,Edinburgh Airport,55.95000076293945,-3.372499942779541,135.0,EU,GB,GB-SCT,Edinburgh,yes,EGPH,EDI,,http://www.edinburghairport.com/,http://en.wikipedia.org/wiki/Edinburgh_Airport,
18382,2463,EGPI,medium_airport,Islay Airport,55.68190002441406,-6.256669998168945,56.0,EU,GB,GB-SCT,Port Ellen,yes,EGPI,ILY,,,http://en.wikipedia.org/wiki/Islay_Airport,Glenegedale
18383,29172,EGPJ,small_airport,Fife Airport,56.18330001831055,-3.2202799320220947,339.0,EU,GB,GB-SCT,,no,EGPJ,,,,,
18384,2464,EGPK,medium_airport,Glasgow Prestwick Airport,55.5093994140625,-4.586669921875,65.0,EU,GB,GB-SCT,Glasgow,yes,EGPK,PIK,,http://www.glasgowprestwick.com/,http://en.wikipedia.org/wiki/Glasgow_Prestwick_International_Airport,
18385,2465,EGPL,medium_airport,Benbecula Airport,57.48109817504883,-7.362780094146728,19.0,EU,GB,GB-SCT,Balivanich,yes,EGPL,BEB,,http://www.hial.co.uk/benbecula-airport.html,http://en.wikipedia.org/wiki/Benbecula_Airport,
18386,2466,EGPM,medium_airport,Scatsta Airport,60.43280029296875,-1.2961100339889526,81.0,EU,GB,GB-SCT,Shetland Islands,no,EGPM,SCS,,,http://en.wikipedia.org/wiki/Scatsta_Airport,
18387,2467,EGPN,medium_airport,Dundee Airport,56.45249938964844,-3.0258300304412837,17.0,EU,GB,GB-SCT,Dundee,yes,EGPN,DND,,http://www.hial.co.uk/dundee-airport.html,http://en.wikipedia.org/wiki/Dundee_Airport,
18388,2468,EGPO,medium_airport,Stornoway Airport,58.215599060058594,-6.3311100006103525,26.0,EU,GB,GB-SCT,Stornoway,yes,EGPO,SYY,,http://www.hial.co.uk/stornoway-airport.html,http://en.wikipedia.org/wiki/Stornoway_Airport,Lewis
18389,29173,EGPR,medium_airport,Barra Airport,57.0228,-7.443060000000001,5.0,EU,GB,GB-SCT,Eoligarry,yes,EGPR,BRR,,http://www.hial.co.uk/barra-airport.html,http://en.wikipedia.org/wiki/Barra_Airport_(Scotland),"Barra Eoligarry Airport, Barra Island"
18390,29174,EGPS,heliport,Peterhead Heliport,57.517799377441406,-1.8613899946212769,150.0,EU,GB,GB-SCT,Peterhead,no,EGPS,,,,,
18391,29175,EGPT,small_airport,Perth/Scone Airport,56.43920135498047,-3.3722200393676762,397.0,EU,GB,GB-SCT,Perth,no,EGPT,PSL,,,,
18392,2469,EGPU,medium_airport,Tiree Airport,56.49919891357422,-6.869170188903809,38.0,EU,GB,GB-SCT,Balemartine,yes,EGPU,TRE,,http://www.hial.co.uk/tiree-airport.html,http://en.wikipedia.org/wiki/Tiree_Airport,Inner Hebrides
18393,29176,EGPW,small_airport,Unst Airport,60.74720001220703,-0.8538500070571899,,EU,GB,GB-SCT,Shetland Islands,no,EGPW,UNT,,,,
18394,29177,EGPY,closed,Dounreay/Thurso Airport,58.5839,-3.7269400000000004,22.0,EU,GB,GB-SCT,Thurso,no,EGPY,,,,,HMS Tern
18395,29178,EGQB,small_airport,Ballykelly Airport,55.0602989197,-7.020279884339999,85.0,EU,GB,GB-NIR,Ballykelly,no,EGQB,BOL,,,http://en.wikipedia.org/wiki/RAF_Ballykelly,RAF Ballykelly
18396,2470,EGQK,medium_airport,RAF Kinloss,57.6493988037,-3.5606400966600003,22.0,EU,GB,GB-SCT,Kinloss,no,EGQK,FSS,,,http://en.wikipedia.org/wiki/RAF_Kinloss,
18397,2471,EGQL,medium_airport,RAF Leuchars,56.37289810180664,-2.8684399127960205,38.0,EU,GB,GB-SCT,St. Andrews,no,EGQL,ADX,,,http://en.wikipedia.org/wiki/RAF_Leuchars,
18398,2472,EGQS,medium_airport,RAF Lossiemouth,57.7052001953125,-3.339169979095459,42.0,EU,GB,GB-SCT,Lossiemouth,no,EGQS,LMO,,http://www.raf.mod.uk/raflossiemouth/,http://en.wikipedia.org/wiki/RAF_Lossiemouth,
18399,29179,EGSA,small_airport,Shipdham Airfield,52.6293983459,0.928056001663,210.0,EU,GB,GB-ENG,East Dereham,no,EGSA,,,http://www.shipdhamaeroclub.co.uk/,http://en.wikipedia.org/wiki/RAF_Shipdham,RAF Shipdham
18400,29180,EGSB,closed,Castle Mill Airfield,52.143299102799986,-0.406111001968,154.0,EU,GB,GB-ENG,Bedford,no,EGSB,,,,,
18401,2473,EGSC,medium_airport,Cambridge Airport,52.205002,0.175,47.0,EU,GB,GB-ENG,Cambridge,no,EGSC,CBG,,http://www.cambridgeairport.com/,http://en.wikipedia.org/wiki/Cambridge_Airport,"Cambridge City,Cambridge"
18402,29181,EGSD,heliport,Great Yarmouth - North Denes Heliport,52.634399414099995,1.7227799892400002,6.0,EU,GB,GB-ENG,Great Yarmouth,no,EGSD,,,,http://en.wikipedia.org/wiki/Great_Yarmouth_-_North_Denes_Airport,
18403,2474,EGSF,small_airport,Peterborough Business Airport,52.46810150146485,-0.2511110007762909,26.0,EU,GB,GB-ENG,Conington,no,EGSF,,,http://www.aerolease.co.uk/,http://en.wikipedia.org/wiki/Peterborough_Business_Airport,"Conington Airport, RAF Glatton"
18404,29182,EGSG,small_airport,Stapleford Aerodrome,51.65250015260001,0.15583300590500002,183.0,EU,GB,GB-ENG,Stapleford Tawney,no,EGSG,,,http://www.flysfc.com/,http://en.wikipedia.org/wiki/Stapleford_Aerodrome,"Epping Forest, RAF Stapleford Tawney"
18405,2475,EGSH,large_airport,Norwich International Airport,52.675800323500006,1.28278005123,117.0,EU,GB,GB-ENG,Norwich,yes,EGSH,NWI,,http://www.norwichairport.co.uk/,http://en.wikipedia.org/wiki/Norwich_International_Airport,RAF Horsham St Faith
18406,307882,EGSI,small_airport,Marshland Airfield,52.643611,0.295,-6.0,EU,GB,GB-ENG,Wisbech,no,EGSI,,,,,
18407,29183,EGSJ,small_airport,Seething Airfield,52.511100768999995,1.41721999645,130.0,EU,GB,GB-ENG,Seething,no,EGSJ,,,http://www.seething-airfield.com/,http://en.wikipedia.org/wiki/Seething_Airfield,RAF Seething
18408,29184,EGSK,closed,RAF Hethel,52.56280136108398,1.1733299493789673,,EU,GB,GB-ENG,Hethel,no,EGSK,,,,http://en.wikipedia.org/wiki/RAF_Hethel,
18409,29185,EGSL,small_airport,Andrewsfield Airport,51.895000457799995,0.449167013168,286.0,EU,GB,GB-ENG,Braintree,no,EGSL,,,,http://en.wikipedia.org/wiki/Andrewsfield_Airport,RAF Andrews Field
18410,29186,EGSM,small_airport,Beccles Airport,52.4352989197,1.6183300018300002,80.0,EU,GB,GB-ENG,Beccles,no,EGSM,,,http://www.rainair.co.uk/,http://en.wikipedia.org/wiki/Beccles_Airport,RAF Beccles
18411,29187,EGSN,small_airport,Bourn Airport,52.210601806599996,-0.042500000447,226.0,EU,GB,GB-ENG,Cambridge,no,EGSN,,,http://www.rfcbourn.flyer.co.uk/,http://en.wikipedia.org/wiki/Bourn_Airport,RAF Bourn
18412,29188,EGSO,small_airport,Crowfield Airfield,52.1711006165,1.111109972,201.0,EU,GB,GB-ENG,Stowmarket,no,EGSO,,,http://www.crowfieldairfield.co.uk/,http://en.wikipedia.org/wiki/Crowfield_Airfield,
18413,29189,EGSP,small_airport,Peterborough/Sibson Airport,52.5558013916,-0.38638898730300003,130.0,EU,GB,GB-ENG,Peterborough,no,EGSP,,,http://www.nsof.co.uk/,http://en.wikipedia.org/wiki/Peterborough/Sibson_Airport,
18414,29190,EGSQ,small_airport,Clacton Airport,51.784999847399995,1.12999999523,37.0,EU,GB,GB-ENG,Clacton-on-Sea,no,EGSQ,,,http://www.clacton-aero-club.uk.com/,http://en.wikipedia.org/wiki/Clacton_Airport,
18415,29191,EGSR,small_airport,Earls Colne Airfield,51.914398193400004,0.682500004768,226.0,EU,GB,GB-ENG,Earles Colne,no,EGSR,,,,http://en.wikipedia.org/wiki/Earls_Colne_Airfield,RAF Earls Colne
18416,2476,EGSS,large_airport,London Stansted Airport,51.8849983215,0.23499999940400002,348.0,EU,GB,GB-ENG,London,yes,EGSS,STN,,http://www.stanstedairport.com/,http://en.wikipedia.org/wiki/London_Stansted_Airport,LON
18417,29192,EGST,small_airport,Elmsett Airport,52.077201843299996,0.977500021458,246.0,EU,GB,GB-ENG,Hadleigh,no,EGST,,,,,
18418,2477,EGSU,small_airport,Duxford Aerodrome,52.090801,0.131944,125.0,EU,GB,GB-ENG,Duxford,no,EGSU,QFO,,http://www.iwm.org.uk/pilots,http://en.wikipedia.org/wiki/Duxford_Aerodrome,"RAF Duxford,Duxford,IWM Duxford"
18419,29193,EGSV,small_airport,Old Buckenham Airport,52.497501,1.0519399999999999,194.0,EU,GB,GB-ENG,Old Buckenham,no,EGSV,,,http://www.oldbuck.com/en/home/,http://en.wikipedia.org/wiki/Old_Buckenham_Airport,RAF Old Buckenham
18420,29194,EGSW,small_airport,Newmarket Heath Airfield,52.235147,0.350643,100.0,EU,GB,GB-ENG,Newmarket,no,EGSW,,,,http://en.wikipedia.org/wiki/RAF_Newmarket,RAF Newmarket
18421,2478,EGSX,small_airport,North Weald Airport,51.721698761000006,0.154166996479,321.0,EU,GB,GB-ENG,North Weald Bassett,no,EGSX,,,http://www.northwealdairfield.org/,http://en.wikipedia.org/wiki/North_Weald_Airfield,"RAF North Weald, Epping Forest"
18422,2479,EGSY,heliport,Sheffield City Heliport,53.394299,-1.38849,231.0,EU,GB,GB-ENG,Sheffield,no,EGSY,,,,http://en.wikipedia.org/wiki/Sheffield_City_Airport_%26amp%3B_Heliport,
18423,29195,EGTA,small_airport,Aylesbury/Thame Airport,51.77579879760742,-0.9402779936790466,289.0,EU,GB,GB-ENG,Aylesbury,no,EGTA,,,,,
18424,29196,EGTB,small_airport,Wycombe Air Park,51.611698150600006,-0.8083329796790001,515.0,EU,GB,GB-ENG,High Wycombe,no,EGTB,HYC,,,http://en.wikipedia.org/wiki/Wycombe_Air_Park,RAF Booker
18425,2480,EGTC,medium_airport,Cranfield Airport,52.0722007751,-0.616666972637,358.0,EU,GB,GB-ENG,Cranfield,no,EGTC,,,http://www.cranfieldairport.co.uk/,http://en.wikipedia.org/wiki/Cranfield_Airport,
18426,29197,EGTD,small_airport,Dunsfold Aerodrome,51.1171989441,-0.535833001137,172.0,EU,GB,GB-ENG,Dunsfold,no,EGTD,,,http://www.dunsfoldpark.com,http://en.wikipedia.org/wiki/Dunsfold_Aerodrome,
18427,2481,EGTE,large_airport,Exeter International Airport,50.73440170288086,-3.4138898849487305,102.0,EU,GB,GB-ENG,Exeter,yes,EGTE,EXT,,http://www.exeter-airport.co.uk/,http://en.wikipedia.org/wiki/Exeter_International_Airport,
18428,29198,EGTF,small_airport,Fairoaks Airport,51.3480987549,-0.5588889718060001,80.0,EU,GB,GB-ENG,Woking,no,EGTF,,,http://www.alanmann.co.uk/default.asp,http://en.wikipedia.org/wiki/Fairoaks_Airport,
18429,2482,EGTG,closed,Bristol Filton Airport,51.519401550299996,-2.5908300876599997,226.0,EU,GB,GB-ENG,Bristol,no,EGTG,FZO,,http://www.bristolfilton.co.uk/,http://en.wikipedia.org/wiki/Bristol_Filton_Airport,RAF Filton
18430,29199,EGTH,small_airport,Old Warden Airfield,52.087883000000005,-0.318727,110.0,EU,GB,GB-ENG,Old Warden,no,EGTH,,,,,Shuttleworth
18431,30064,EGTI,closed,Leavesden Aerodrome,51.68920135498047,-0.4205560088157654,335.0,EU,GB,GB-ENG,Watford,no,EGTI,,,,,
18432,2483,EGTK,medium_airport,Oxford (Kidlington) Airport,51.8368988037,-1.32000005245,270.0,EU,GB,GB-ENG,Kidlington,no,EGTK,OXF,,http://www.oxfordairport.co.uk/,http://en.wikipedia.org/wiki/Oxford_Airport,RAF Kidlington
18433,29200,EGTO,small_airport,Rochester Airport,51.35189819335938,0.5033329725265503,436.0,EU,GB,GB-ENG,Rochester,no,EGTO,RCS,,http://www.rochesterairport.co.uk/,http://en.wikipedia.org/wiki/Rochester_Airport_%28England%29,
18434,2484,EGTP,small_airport,Perranporth Airfield,50.33169937133789,-5.177499771118164,330.0,EU,GB,GB-ENG,Perranporth,no,EGTP,,,,http://en.wikipedia.org/wiki/Perranporth_Airfield,RAF Perranporth
18435,29201,EGTR,small_airport,Elstree Airfield,51.6557998657,-0.325832992792,332.0,EU,GB,GB-ENG,Watford,no,EGTR,,,,,
18436,2485,EGTU,small_airport,Dunkeswell Airport,50.86,-3.2347222,839.0,EU,GB,GB-ENG,Dunkeswell,no,EGTU,,,,http://en.wikipedia.org/wiki/Dunkeswell_Aerodrome,
18437,29202,EGTW,small_airport,Oaksey Park Airport,51.632198333699996,-2.01471996307,250.0,EU,GB,GB-ENG,Malmesbury,no,EGTW,,,,,
18438,30508,EGUA,closed,RAF Upper Heyford,51.9375,-1.2488900423,436.0,EU,GB,GB-ENG,Upper Heyford,no,EGUA,UHF,,,http://en.wikipedia.org/wiki/RAF_Upper_Heyford,
18439,2486,EGUB,medium_airport,RAF Benson,51.616401672399995,-1.09582996368,226.0,EU,GB,GB-ENG,Benson,no,EGUB,BEX,,,http://en.wikipedia.org/wiki/RAF_Benson,
18440,29642,EGUD,small_airport,RAF Abingdon,51.690299987799996,-1.3166699409500002,259.0,EU,GB,GB-ENG,Abingdon,no,EGUD,,,,http://en.wikipedia.org/wiki/RAF_Abingdon,ABB
