id,lat,lon
122,47.4234599,-120.3103494
126,34.0922335,-117.435048
129,33.8455911,-118.38867659999998
130,40.3281247,-79.6153198
132,39.52927,-119.8136744
133,47.6905295,-114.1637614
134,37.4282724,-121.9066238
136,27.9477595,-82.458444
137,47.04501970000001,-122.8948725
138,47.8000944,-122.3314116
139,31.9973662,-102.0779482
142,47.24957979999999,-122.4398746
143,47.7598697,-122.2068288
147,47.6859573,-122.1920249
149,35.683404,-85.7699816
150,39.2508229,-106.29252379999998
151,47.9474034,-122.3036992
152,42.5092039,-84.655814
153,37.6390972,-120.9968782
154,40.9729584,-117.7356849
157,47.6038321,-122.3300624
158,47.1849009,-122.2921406
162,47.469918,-122.3485274
163,41.0799898,-85.13860150000002
164,40.4857863,-74.4254849
165,26.1420358,-81.7948103
166,42.32641810000001,-122.8718605
167,34.140214799999995,-118.37895259999998
170,47.313494,-122.3393103
171,43.444816,-85.29293840000003
172,47.6038321,-122.3300624
173,48.42004620000001,-122.32642
174,35.3738712,-119.0194639
175,48.2452535,-122.34953364
176,39.9622601,-83.00070649999998
178,30.226594899999995,-93.2173759
179,34.595857200000005,-120.1390894
180,37.70300510000001,-85.86472009999999
181,47.0077652,-122.9110785
182,38.9013013,-77.2651585
183,41.6786754,-83.51272829999998
184,47.9474034,-122.3036992
186,30.3321838,-81.655651
187,45.3803261,-122.5945507
188,42.8323836,-72.96967790000002
189,48.1465457,-103.621814
190,41.70106420000001,-71.15463670000003
191,47.862745,-121.98754701700001
192,45.4871723,-122.8037804
194,25.7742658,-80.1936589
195,40.868154,-73.425676
196,47.3075369,-122.2301808
197,47.6038321,-122.3300624
198,28.023544,-82.1272021225
199,48.18109570000001,-122.1389548
200,47.6038321,-122.3300624
201,45.455921,-123.844429
202,45.5202471,-122.6741949
203,34.0922335,-117.435048
204,47.6038321,-122.3300624
205,46.8700801,-113.9952796
206,36.1325617,-88.5186636
207,39.1637984,-119.7674034
208,40.759151,-74.0000328
209,21.4954957,-158.0626555
210,29.6519396,-82.32499609999998
211,47.6038321,-122.3300624
212,47.0979462,-122.4243422
213,40.8364845,-74.4781885405
214,41.6786754,-83.51272829999998
216,47.6144219,-122.1923372
218,43.074761,-89.3837613
219,45.78749570000001,-108.49607
221,35.3738712,-119.0194639
224,47.6038321,-122.3300624
225,47.6038321,-122.3300624
226,38.7459482,-78.6422377
227,41.0799898,-85.13860150000002
228,34.4358295,-119.8276389
229,35.16668035,-103.738114789
230,45.5202471,-122.6741949
231,35.3738712,-119.0194639
232,36.3134398,-82.3534728
234,33.44858660000001,-112.0773456
235,45.4630231,-91.1040358
236,43.7021922,-91.0131863
237,40.3048178,-105.1025075
239,42.2508691,-84.2130083
240,47.24957979999999,-122.4398746
241,34.0211224,-118.3964665
243,36.8524545,-121.4016021
244,41.2157904,-86.777617
245,39.4534731,-123.814911416
246,47.6694141,-122.1238767
248,38.4314141,-92.84102740000002
249,21.3250785,-157.846644179
250,27.9658533,-82.8001026
251,42.098408,-76.0493684
252,42.291707,-85.5872286
253,33.5091215,-111.8992365
254,38.7298305,-93.5614331942
255,42.7467159,-84.4011807
256,47.0263876,-122.8072257
258,44.911006,-116.0987364
260,47.6038321,-122.3300624
261,40.7670126,-111.8904308
263,35.0841034,-106.6509851
266,40.2452976,-75.6496424
268,45.4206749,-122.6706498
271,47.8278656,-122.3053932
272,42.291707,-85.5872286
274,43.8014053,-91.2395429
275,35.3738712,-119.0194639
276,47.6694141,-122.1238767
277,47.75458270000001,-122.1588902
278,41.6556465,-74.6893282
279,45.926552,-116.1223654
280,36.8252277,-119.7029194
281,40.6984348,-74.4015405
282,44.6402434,-93.1435497
283,32.8406946,-83.6324022
284,35.3738712,-119.0194639
285,36.3134398,-82.3534728
287,46.27784060000001,-119.2769067
288,38.26300000000001,-121.9278
289,40.7317855,-73.4481361974
290,41.8528065,-124.149861983
291,47.3075369,-122.2301808
292,45.5202471,-122.6741949
293,45.4206749,-122.6706498
294,47.2317185,-122.5143049
296,47.24957979999999,-122.4398746
297,45.4871723,-122.8037804
298,36.4745636,-81.804838
299,47.6038321,-122.3300624
300,33.7288179,-116.3825711
301,36.1662859,-115.149225
303,47.4449086,-122.2830842
304,45.4871723,-122.8037804
305,47.6038321,-122.3300624
307,38.2542376,-85.759407
309,33.44858660000001,-112.0773456
310,39.4850848,-80.1425781
311,48.1598553,-122.3535362
312,33.749098700000005,-84.39018490000002
313,42.2792625,-71.416172
315,41.0465776,-73.9496707
317,47.24957979999999,-122.4398746
319,48.2765903,-116.5532476
320,47.6607729,-122.29149712899999
321,43.0630834,-83.8510732
322,44.9772995,-93.2654692
324,36.7295295,-119.70886126100001
325,35.9603948,-83.92102609999998
326,38.7131073,-90.4298401
327,37.3344561,-79.5235083
328,47.7391366,-122.63928
330,43.0171773,-83.7236024
331,30.4982516,-86.1360517
332,36.79530250000001,-76.0509251226
335,41.6612561,-91.5299106
337,38.2542376,-85.759407
339,44.7606441,-85.61653009999998
340,42.8122508,-85.72280620000002
343,32.9786566,-115.530267
344,47.4449086,-122.2830842
345,40.522924,-79.89131929999998
347,45.2206945,-123.0761419
348,38.3565773,-121.9877444
349,48.505399,-111.857225
350,34.0922335,-117.435048
351,47.3075369,-122.2301808
352,47.3826903,-122.2270272
354,47.6038321,-122.3300624
356,42.2222614,-83.3965995
357,40.696629,-111.9867271
358,47.0042643,-122.539846
359,33.4144139,-111.90944740000002
362,47.8577455,-122.2210628
364,33.933015600000004,-117.944777
365,38.6337716,-90.2416548
367,41.0799898,-85.13860150000002
368,36.90359829999999,-104.4391002
371,47.04501970000001,-122.8948725
372,40.3014581,-79.53892890000002
373,42.6511674,-73.754968
374,42.0415823,-87.8873916
375,42.0147513,-89.33232790000002
376,30.2711286,-97.7436995
377,44.94820870000001,-123.0629463
378,36.1662859,-115.149225
379,39.1146799,-94.7495246
380,40.26631070000001,-76.8861122
381,33.7117095,-86.82236184940002
383,40.7670126,-111.8904308
384,47.6144219,-122.1923372
385,45.4871723,-122.8037804
386,44.310583,-69.779663
388,45.5202471,-122.6741949
389,39.31132570000001,-94.922759
390,36.1622296,-86.7743531
391,47.3075369,-122.2301808
394,35.0841034,-106.6509851
395,47.24957979999999,-122.4398746
397,40.2170575,-74.7429463
398,47.8671924,-121.7444588
399,32.9604305,-96.8302600316
400,34.0922335,-117.435048
401,34.0922335,-117.435048
404,29.0338575,-95.4343859
405,48.5049158,-122.2349409
406,36.1662859,-115.149225
407,47.3075369,-122.2301808
408,41.8500997,-71.4661703
409,47.6694141,-122.1238767
410,35.1209452,-120.6218376
411,40.2922938,-79.8817181
412,42.4792618,-71.1522766
413,40.5863563,-122.3916754
414,26.0193082,-80.3491599
415,36.1662859,-115.149225
416,45.5202471,-122.6741949
417,47.8278656,-122.3053932
418,48.18109570000001,-122.1389548
420,45.67380475,-122.659136706
421,47.6144219,-122.1923372
422,40.7670126,-111.8904308
423,43.61656,-116.200835
428,45.3573429,-122.60675829999998
429,43.074761,-89.3837613
430,47.6038321,-122.3300624
431,44.566525,-120.153341
432,47.2150945,-123.10070659999998
433,42.7689141,-78.6177611
434,39.6020608,-74.8426653
436,42.291707,-85.5872286
437,41.8528065,-124.149861983
438,44.0505054,-123.0950506
439,45.2629088,-122.6925983
440,34.4942536,-85.84774940000001
441,42.8442536,-71.4797889
442,47.6038321,-122.3300624
443,47.24957979999999,-122.4398746
444,38.5815719,-121.4943996
446,44.5365467,-122.9068762
448,33.293945,-111.0962305
449,33.6783336,-118.0000166
450,40.777257,-74.246094
451,47.8278656,-122.3053932
452,47.8278656,-122.3053932
453,45.63069539999999,-122.6744557
455,36.79530250000001,-76.0509251226
456,35.3738712,-119.0194639
457,38.95560310000001,-90.1867765
458,38.91725200000001,-97.21377
459,47.3075369,-122.2301808
461,39.1637984,-119.7674034
463,43.982672,-124.099839
464,47.9323735,-119.0380781
465,45.5202471,-122.6741949
466,41.8742225,-80.13172359999999
469,47.5709315,-122.3865166
470,42.4184296,-71.10616390000001
471,36.7183708,-76.2466798
472,34.2450533,-115.5681084
473,34.5008311,-117.1858759
474,47.4931725,-121.787829954
475,47.4449086,-122.2830842
476,45.4871723,-122.8037804
477,47.6144219,-122.1923372
478,45.3573429,-122.60675829999998
481,32.3476438,-97.3866837
482,44.0505054,-123.0950506
483,38.6703267,-89.98454759999998
485,40.2971825,-111.694943
486,34.09751,-117.6483876
487,42.3604823,-71.0595678
488,33.6009389,-86.9561059
489,38.5815719,-121.4943996
490,33.580110299999994,-85.0766113
491,34.5402813,-112.469518
492,33.558997,-112.404683064
495,43.8006354,-70.1867161
496,43.0630834,-83.8510732
500,47.2359524,-122.3626381
501,43.5406359,-70.84811640000002
502,43.157285,-77.615214
503,43.0171773,-83.7236024
504,41.7571701,-88.31475390000001
505,48.365339,-124.615534
506,47.6038321,-122.3300624
507,58.4128377,-135.73756540000002
508,41.487123,-120.5423271
509,37.53850870000001,-77.43428
510,38.8843867,-94.8161127
512,40.7306458,-73.9866136
513,43.423039,-97.260615
514,37.0430812,-100.920999
515,34.4620484,-114.36646742
516,47.75458270000001,-122.1588902
517,35.3738712,-119.0194639
518,47.6038321,-122.3300624
520,47.24957979999999,-122.4398746
521,47.4799078,-122.2034496
522,48.7050075,-119.437200074
523,45.3573429,-122.60675829999998
524,47.5766324,-122.2276378
526,39.571543,-97.661141
527,47.4799078,-122.2034496
528,38.5347193,-105.9989023
529,34.2819461,-118.4389719
532,47.8000944,-122.3314116
533,47.9673056,-122.2013998
534,47.3259697,-122.5878659
535,41.8528065,-124.149861983
536,33.8347516,-117.911732
538,32.2218917,-110.9262353
539,39.3724232,-104.8586706
540,45.5202471,-122.6741949
541,47.20618820000001,-122.2312383
542,47.6579425,-117.4212265
543,47.6694141,-122.1238767
544,33.5206824,-86.80243259999997
545,40.7967244,-81.5215093
546,42.291707,-85.5872286
547,45.4206749,-122.6706498
548,41.5910641,-93.6037149
550,33.6633386,-117.903317
551,46.94372070000001,-119.9899662
552,47.3075369,-122.2301808
553,35.05271025,-89.9072404326
555,45.7572997,-122.87435890000002
557,38.0103311,-122.12983090000002
558,47.24957979999999,-122.4398746
559,36.3134398,-82.3534728
560,45.5228939,-122.989827
561,35.0875836,-84.03463149999997
562,38.41924960000001,-82.445154
563,47.6038321,-122.3300624
565,42.2681569,-83.7312291
568,39.52927,-119.8136744
569,47.3259697,-122.5878659
570,47.6038321,-122.3300624
571,47.24957979999999,-122.4398746
572,35.1490215,-90.0516285
573,34.1394513,-117.9772873
574,36.4745636,-81.804838
576,36.6174432,-121.9155906
577,41.3556539,-72.0995209
578,30.6943566,-88.04305409999998
579,31.8111305,-106.50134939600001
580,38.5200504,-89.98399350000003
581,40.3207577,-75.6101071336
582,34.2542084,-110.0298327
583,47.4799078,-122.2034496
584,46.592712,-112.036109
585,42.198761,-121.406108
586,38.4314141,-92.84102740000002
587,47.6144219,-122.1923372
588,40.125222,-87.6304614
589,47.6038321,-122.3300624
590,47.1849009,-122.2921406
591,27.9477595,-82.458444
592,41.88475070000001,-88.20396070000002
593,47.24957979999999,-122.4398746
594,47.6579425,-117.4212265
595,39.729432,-104.8319196
596,34.054935,-118.244476
597,36.0710614,-109.6639309
600,43.900575,-85.25809699999998
601,47.65940910000001,-122.6766317
602,47.6038321,-122.3300624
603,44.9391565,-123.033121
604,35.32729279999999,-96.9253004
606,38.5815719,-121.4943996
607,44.315952,-70.54954920000002
608,33.7494951,-117.8732213
609,42.6106479,-71.2342248
610,47.1849009,-122.2921406
611,46.973703,-124.156277
612,33.8347516,-117.911732
613,40.7581175,-75.31789520000002
614,25.8575963,-80.2781057
615,45.63069539999999,-122.6744557
617,38.0464066,-84.4970393
618,47.5766324,-122.2276378
619,40.1164205,-88.2433829
620,38.4493315,-78.8688833
621,47.6607729,-122.29149712899999
623,40.0193652,-75.17235129999997
624,42.096968,-75.91434100000002
625,33.5206824,-86.80243259999997
626,32.7174209,-117.1627714
628,48.0517429,-122.1768209
629,47.7598697,-122.2068288
631,47.4449086,-122.2830842
632,44.0978509,-70.2311655
633,41.241182,-77.0010648
634,34.054935,-118.244476
635,42.5291439,-94.5341421
636,47.6579425,-117.4212265
637,47.6038321,-122.3300624
638,43.2341813,-86.2483921
639,46.323559,-117.9725379
640,36.2079779,-86.2910945
641,31.4648357,-100.4398442
642,48.0517429,-122.1768209
643,31.7721106,-91.8215177
644,43.477269,-111.969828
645,47.2150945,-123.10070659999998
646,38.5941048,-90.5875099
647,47.6038321,-122.3300624
648,47.6038321,-122.3300624
649,35.6144446,-88.8177418
650,45.3573429,-122.60675829999998
652,48.2452535,-122.34953364
653,36.7295295,-119.70886126100001
654,45.2788444,-92.985312
655,38.6779591,-121.17605829999998
656,38.1749179,-122.2608044
657,45.5202471,-122.6741949
658,45.4206749,-122.6706498
660,47.6038321,-122.3300624
661,47.5759181,-122.1398636
663,40.7306458,-73.9866136
666,40.4470377,-75.96632220000002
667,47.6038321,-122.3300624
669,45.5202471,-122.6741949
671,45.63069539999999,-122.6744557
672,32.2686981,-107.7586404
674,38.7296252,-120.798546
675,38.2544472,-104.609141
676,36.1662859,-115.149225
677,38.2545799,-76.963588
678,41.8528065,-124.149861983
679,44.100351,-70.2147764
680,47.6038321,-122.3300624
681,35.0875836,-84.03463149999997
682,34.0739016,-117.3136547
683,47.6038321,-122.3300624
684,47.6859573,-122.1920249
686,35.3738712,-119.0194639
687,47.24957979999999,-122.4398746
689,34.79981,-87.677251
690,47.6038321,-122.3300624
691,45.63069539999999,-122.6744557
692,39.51377520000001,-121.556359
693,45.63069539999999,-122.6744557
694,35.3738712,-119.0194639
695,47.6038321,-122.3300624
696,40.1053196,-85.6802541
697,35.3738712,-119.0194639
699,46.601557,-120.5108421
700,30.1957055,-85.7974141
702,38.5815719,-121.4943996
704,33.44858660000001,-112.0773456
705,40.98044229999999,-111.8874688
706,45.3573429,-122.60675829999998
707,47.3075369,-122.2301808
708,46.877229,-96.789821
709,46.8140449,-117.8818834
710,44.636755,-124.053442
711,36.1662859,-115.149225
712,40.0149856,-105.2705456
713,47.65940910000001,-122.6766317
714,41.5623209,-72.6506488
715,27.3364347,-82.5306527
716,40.6391069,-73.93855359999998
717,47.6038321,-122.3300624
718,47.6694141,-122.1238767
719,25.7742658,-80.1936589
720,32.829518300000004,-96.9442177
721,47.7598697,-122.2068288
722,45.5202471,-122.6741949
723,34.7464809,-92.2895948
724,48.5390853,-121.74719170000002
726,33.4359175,-112.3405021
727,41.2464824,-75.8817316
728,36.2008371,-115.1120958
729,47.313494,-122.3393103
731,42.502747,-105.026083
732,45.5202471,-122.6741949
734,38.490327,-89.793154
735,45.9109715,-122.7408326
736,36.79530250000001,-76.0509251226
737,30.3321838,-81.655651
738,30.4094294,-88.9188649673
739,38.5815719,-121.4943996
740,42.224867,-121.7816704
741,45.5202471,-122.6741949
742,42.0147513,-89.33232790000002
743,47.52882329999999,-114.1015013
744,44.03284910000001,-92.6451021
745,42.4775364,-83.02770009999998
746,47.4799078,-122.2034496
747,47.24957979999999,-122.4398746
749,45.63069539999999,-122.6744557
750,38.6337716,-90.2416548
751,47.6038321,-122.3300624
753,45.5067406,-122.4367058
754,48.18109570000001,-122.1389548
756,46.3141666,-114.1139845
758,47.1849009,-122.2921406
760,39.6079951,-119.2518245
761,41.2621283,-95.8613912
763,34.0676715,-78.14832829999997
764,47.24957979999999,-122.4398746
765,45.1473445,-122.5770322
766,30.4380832,-84.2809332
767,48.41079660000001,-114.33462649999998
768,47.6038321,-122.3300624
769,38.0464066,-84.4970393
770,41.5051613,-81.6934446
771,47.24957979999999,-122.4398746
772,38.8843867,-94.8161127
775,38.9013013,-77.2651585
776,35.1490215,-90.0516285
777,47.5709315,-122.3865166
778,34.181648200000005,-118.3258554
779,48.4615199,-115.8949854
781,34.181648200000005,-118.3258554
782,47.6038321,-122.3300624
783,32.9481789,-96.7297206
784,35.4729886,-97.5170536
788,38.0103311,-122.12983090000002
789,47.1849009,-122.2921406
790,33.44858660000001,-112.0773456
791,40.6110589,-111.8999353
792,47.4799078,-122.2034496
794,47.6038321,-122.3300624
796,40.699478000000006,-99.081858
797,45.3099218,-122.7681602
799,40.3337075,-75.6374083
800,47.6038321,-122.3300624
801,36.03256870000001,-86.7825235
802,37.53850870000001,-77.43428
806,43.61656,-116.200835
810,45.4871723,-122.8037804
811,61.2163129,-149.8948523
812,32.7762719,-96.7968559
813,39.2908816,-76.610759
814,38.8339578,-104.8253485
815,47.04501970000001,-122.8948725
818,45.1570187,-67.4047167
819,47.7598697,-122.2068288
820,38.5131989,-90.4400578
821,38.7044609,-93.2282613
822,34.0211224,-118.3964665
824,34.2819461,-118.4389719
826,43.15357279999999,-93.2010367
827,37.6922361,-97.3375448
828,43.4935245,-112.0400919
829,47.3506757,-122.8493277
830,43.77369960000001,-116.3805805
832,29.2108147,-81.02283309999999
833,35.0551639,-77.7463653
834,47.0979462,-122.4243422
835,40.335345,-75.9279495
836,48.0197794,-122.0660914
837,39.2908816,-76.610759
840,43.0116784,-88.2314813
841,40.7306458,-73.9866136
842,33.9204354,-80.3414693
843,32.912624,-96.6388833
844,37.2166779,-93.2920373
845,38.0049214,-121.805789
846,38.8858407,-94.5330096
847,33.558997,-112.404683064
848,29.7589382,-95.3676974
849,32.7174209,-117.1627714
850,46.1420334,-122.9060318
852,41.1579008,-80.08866309999998
853,26.640628000000003,-81.87230840000002
855,26.1482449,-80.32888594100001
856,36.1662859,-115.149225
857,27.044224,-82.23592540000001
859,46.1377048,-122.9344623
860,45.78749570000001,-108.49607
861,47.5223107,-120.46894640000002
863,40.6763665,-75.6214324646
866,47.6144219,-122.1923372
867,40.033814,-83.1596108
868,26.640628000000003,-81.87230840000002
869,48.527619,-121.4495729
870,48.2022563,-114.3167117
872,43.22336,-85.551424
873,41.6795186,-77.0638567
874,29.7589382,-95.3676974
875,39.6311085,-105.110058182
876,39.0283966,-84.2177136
877,40.29566550000001,-74.92853109859999
878,45.373343,-84.95533
879,47.6038321,-122.3300624
880,32.8406946,-83.6324022
881,39.2908816,-76.610759
883,47.6144219,-122.1923372
884,34.0922335,-117.435048
885,45.4307473,-122.77193390000002
888,33.5091215,-111.8992365
889,43.3665007,-124.2178903
890,39.0992752,-76.8483061
891,62.0855556,-163.7294444
892,47.1301417,-119.2780771
893,41.1035786,-80.6520161
894,40.5863563,-122.3916754
896,47.7598697,-122.2068288
897,33.8825705,-118.1167679
899,36.1662859,-115.149225
900,46.808327,-100.783739
902,47.4799078,-122.2034496
903,39.6581425,-78.92835699999998
904,30.1104947,-97.3152701
905,36.1697096,-115.1236952
906,30.3321838,-81.655651
907,26.640628000000003,-81.87230840000002
908,47.6859573,-122.1920249
909,25.7742658,-80.1936589
911,39.729432,-104.8319196
912,30.4057552,-86.618842
913,34.05538129999999,-117.7517496
914,40.25025820000001,-103.799951
915,34.3541659,-119.0592705
916,46.2635471,-119.19079468
917,47.6038321,-122.3300624
920,34.72042570000001,-80.77090150000002
921,34.5793131,-118.1171108
923,26.1223084,-80.14337859999998
924,34.212444399999995,-118.6848112
925,47.5653663,-122.62468359999998
927,27.3364347,-82.5306527
928,38.7296252,-120.798546
929,41.81371160000001,-71.37005450000002
931,32.5631924,-97.1416768
932,47.6038321,-122.3300624
933,42.1372967,-76.93690670000002
934,32.7876012,-79.9402728
935,28.06906015,-82.65019149279999
937,43.157285,-77.615214
938,42.6322463,-73.76543670000002
939,40.5889664,-105.1375908
941,34.0922335,-117.435048
943,39.9025504,-84.62634320000002
944,44.9772995,-93.2654692
945,42.3367406,-76.7885655
947,35.0456297,-85.3096801
949,47.4931725,-121.787829954
950,36.8420172,-119.8019498
952,40.742551,-84.1052256
954,38.1503113,-92.6179621
955,42.353355,-88.09341450000002
956,47.5395736,-122.1563331
957,33.3067132,-111.8408489
959,45.33635510000001,-92.9971631
960,27.9477595,-82.458444
961,48.118146,-123.4307413
962,61.5828234,-149.43809850000005
963,43.982672,-124.099839
965,30.421309,-87.2169149
966,47.6038321,-122.3300624
968,47.4234599,-120.3103494
971,44.85951110000001,-92.6265897
972,40.5863563,-122.3916754
974,40.1768732,-75.10199420000002
976,40.46528,-96.849748
977,47.75458270000001,-122.1588902
978,31.3386242,-94.7288558
980,32.3643098,-88.70365600000002
981,47.6038321,-122.3300624
983,47.6694141,-122.1238767
985,46.32599929999999,-119.3303678
986,41.6603788,-71.4558911
987,39.52927,-119.8136744
989,29.6519396,-82.32499609999998
991,33.44858660000001,-112.0773456
992,35.3738712,-119.0194639
993,42.4396039,-76.49680190000002
994,43.22336,-85.551424
996,47.8113905,-122.2940601
998,37.1298517,-80.40893890000002
1000,27.9477595,-82.458444
1001,39.9025504,-84.62634320000002
1002,28.693322,-81.288509555
1003,33.9255685,-116.875289
1005,41.3223611,-73.08903240000002
1006,42.8689552,-76.9777436
1009,36.6744117,-121.6550372
1010,47.6038321,-122.3300624
1011,41.600075200000006,-76.4418868
1012,47.4931725,-121.787829954
1013,39.7500713,-74.1357407
1014,45.78749570000001,-108.49607
1015,47.81057379999999,-122.3774952
1016,42.3810555,-76.8705777
1018,46.1420334,-122.9060318
1019,28.5552719,-82.38787090000002
1020,38.6703267,-89.98454759999998
1021,47.5348778,-122.0432974
1022,32.7174209,-117.1627714
1023,45.5202471,-122.6741949
1024,47.6694141,-122.1238767
1025,48.03998060000001,-122.4094051
1026,43.074761,-89.3837613
1027,47.6038321,-122.3300624
1029,34.5114704,-110.0796089
1030,47.6038321,-122.3300624
1031,39.6581425,-78.92835699999998
1032,44.3976247,-122.7361959
1033,42.7130889,-85.46195990000002
1035,45.5202471,-122.6741949
1036,33.44858660000001,-112.0773456
1037,38.925927,-79.8466552
1039,48.18109570000001,-122.1389548
1040,25.7742658,-80.1936589
1041,36.7295295,-119.70886126100001
1042,39.8366528,-105.03720459999998
1043,32.7174209,-117.1627714
1045,33.77217945,-116.49529769799999
1046,44.0233269,-92.4630215
1047,30.2655322,-94.1991444
1048,36.29600870000001,-119.8120795
1050,35.1490215,-90.0516285
1052,42.9978049,-84.17663590000002
1054,36.1697096,-115.1236952
1055,37.3297085,-121.90315990000002
1057,33.44858660000001,-112.0773456
1058,35.0776145,-118.4396756
1059,47.6694141,-122.1238767
1060,25.6905515,-80.2350089798
1061,38.9848265,-77.0946459
1062,32.7174209,-117.1627714
1063,43.4925843,-70.4533844
1065,40.5508527,-105.0668085
1066,43.2341813,-86.2483921
1067,39.4652865,-95.7366657
1068,48.0816464,-121.9695664
1070,32.9628234,-117.0358646
1071,41.641445,-80.151449
1072,47.6694141,-122.1238767
1073,47.6694141,-122.1238767
1074,43.61656,-116.200835
1075,27.6387163,-80.39753990000001
1078,40.3100865,-75.1304373
1079,43.61656,-116.200835
1080,29.7946641,-98.7319703
1081,47.6694141,-122.1238767
1083,40.34560870000001,-111.7197315
1084,44.0505054,-123.0950506
1085,44.670905,-103.851407
1086,41.487123,-120.5423271
1088,47.1952417,-120.9400632
1089,39.9098345,-75.3235215
1090,47.5348778,-122.0432974
1091,33.8825705,-118.1167679
1092,34.2284312,-92.0031955
1094,48.18109570000001,-122.1389548
1095,36.6744117,-121.6550372
1096,32.7174209,-117.1627714
1098,40.2451503,-111.6954103
1099,47.6038321,-122.3300624
1100,40.40648820000001,-75.5018479
1101,31.5941955,-94.5211935
1102,33.4669721,-117.6981075
1104,36.1662859,-115.149225
1105,29.2001796,-82.067952
1106,38.8843867,-94.8161127
1107,39.1014537,-84.5124602
1109,46.601557,-120.5108421
1110,45.373343,-84.95533
1113,47.6579425,-117.4212265
1114,41.2199971,-85.8127822
1115,33.5206824,-86.80243259999997
1116,46.910544,-98.708436
1117,37.9747645,-87.5558483
1119,41.0264862,-73.6284598
1120,35.3872218,-94.4248983
1121,47.7391366,-122.63928
1123,34.0922335,-117.435048
1124,33.44858660000001,-112.0773456
1126,27.7703796,-82.66950849999998
1129,40.4416941,-79.99008609999998
1131,39.0784484,-122.9437667
1132,42.3316674,-89.15154759999999
1134,35.1490215,-90.0516285
1136,40.4311796,-79.260869
1137,38.9429659,-76.731234
1138,34.2694474,-118.781482
1139,47.4449086,-122.2830842
1140,47.6038321,-122.3300624
1141,47.6038321,-122.3300624
1142,47.6038321,-122.3300624
1143,47.7598697,-122.2068288
1144,37.3029568,-120.4843269
1145,27.0998708,-82.4544132
1146,36.0391456,-114.9819235
1147,32.2218917,-110.9262353
1149,43.61656,-116.200835
1151,47.3075369,-122.2301808
1152,37.6737239,-122.1007867
1153,38.265078,-91.4821482
1154,40.5863563,-122.3916754
1155,44.2998229,-120.834884
1156,45.586072,-95.913941
1157,44.7426933,-92.8518697
1158,38.6950335,-92.3087977
1159,33.77217945,-116.49529769799999
1161,41.40203820000001,-74.3243191
1163,40.5888394,-111.6379793
1164,35.3738712,-119.0194639
1165,33.4144139,-111.90944740000002
